contactDate,beat,encounterType,reasonForEncounter,resultOfEncounter,search,typeOfSearch,resultOfSearch,race,sex
6/24/15,30X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
6/24/15,30X,Vehicle,Traffic Violation,Felony Arrest,Yes,Prob./Parole,None,Afr American,Male
6/24/15,27Y,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
6/24/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/24/15,21Y,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Female
6/24/15,06X,Pedestrian,Consensual Encounter,Citation,Yes,Prob./Parole,Yes,Hispanic,Male
6/24/15,10Y,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
6/24/15,08X,Pedestrian,Consensual Encounter,FI Report,No,No,No,White,Male
6/24/15,30X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,P/C,Yes,Afr American,Female
6/24/15,30X,Vehicle,Probable Cause,FI Report,Yes,P/C,None,Afr American,Female
6/24/15,18Y,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,P/C,Yes,Afr American,Male
6/24/15,19X,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,P/C,Yes,Afr American,Female
6/24/15,26Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
6/24/15,23X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
6/24/15,31X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
6/24/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/24/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/24/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/24/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/24/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
6/25/15,21X,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
6/25/15,03Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/25/15,07X,Bicycle,Traffic Violation,Report Taken-No Action,Yes,P/C,Yes,Afr American,Male
6/25/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,30X,Vehicle,Traffic Violation,Citation,Yes,Inventory,None,Afr American,Male
6/25/15,24Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/25/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/25/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/25/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
6/25/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
6/25/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
6/25/15,01X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
6/25/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/25/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
6/25/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
6/25/15,31X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
6/25/15,18X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Female
6/25/15,17X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
6/25/15,03Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
6/25/15,30X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
6/25/15,26X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
6/25/15,17X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,04X,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Female
6/25/15,05Y,Vehicle,Probable Cause,Misdemeanor Arrest,Yes,P/C,Yes,Hispanic,Male
6/25/15,18X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,23X,Vehicle,Consensual Encounter,FI Report,No,No,No,Hispanic,Male
6/25/15,26Y,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
6/25/15,30Y,Pedestrian,Probable Cause,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
6/25/15,35X,Bicycle,Probable Cause,FI Report,Yes,Prob./Parole,None,Afr American,Male
6/25/15,30Y,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
6/25/15,32X,Pedestrian,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,32X,Pedestrian,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,32X,Pedestrian,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,30Y,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
6/25/15,34X,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Male
6/25/15,34X,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Male
6/25/15,34X,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Female
6/25/15,30Y,Pedestrian,Probable Cause,FI Report,No,No,No,Afr American,Male
6/25/15,31Z,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Afr American,Male
6/25/15,31Z,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
6/25/15,31Y,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
6/25/15,31Z,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Afr American,Male
6/25/15,31X,Vehicle,Consensual Encounter,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,31X,Vehicle,Consensual Encounter,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,31Z,Vehicle,Consensual Encounter,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,31X,Vehicle,Consensual Encounter,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,31X,Vehicle,Consensual Encounter,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,31X,Vehicle,Consensual Encounter,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,31X,Vehicle,Consensual Encounter,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,31X,Vehicle,Consensual Encounter,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,19X,Vehicle,Traffic Violation,FI Report,No,No,No,Other,Male
6/25/15,21Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/25/15,19X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,Hispanic,Male
6/25/15,18X,Vehicle,Traffic Violation,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
6/25/15,15X,Vehicle,Traffic Violation,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
6/25/15,04X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,07X,Bicycle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
6/25/15,08X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/25/15,21Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
6/25/15,18Y,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Male
6/25/15,17Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/25/15,18Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/25/15,18X,Vehicle,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,18Y,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
6/25/15,18X,Vehicle,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Male
6/25/15,18X,Vehicle,Probable Cause,FI Report,Yes,P/C,Yes,Afr American,Female
6/25/15,06X,Bicycle,Traffic Violation,Warning,Yes,Prob./Parole,None,White,Male
6/25/15,12Y,Vehicle,Consensual Encounter,FI Report,Yes,P/C,None,Afr American,Male
6/25/15,18X,Pedestrian,Probable Cause,FI Report,Yes,Weapons,None,Asian,Male
6/25/15,35X,Vehicle,Probation/Parole,FI Report,Yes,Inventory,None,Afr American,Female
6/25/15,30X,Vehicle,Traffic Violation,Warning,Yes,P/C,Yes,Afr American,Female
6/25/15,30Y,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
6/25/15,30Y,Vehicle,Traffic Violation,FI Report,Yes,Weapons,None,Afr American,Male
6/25/15,05X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/25/15,16Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/25/15,23X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,P/C,Yes,Hispanic,Male
6/25/15,23X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,P/C,Yes,Hispanic,Male
6/25/15,23X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,P/C,Yes,White,Female
6/25/15,08X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Asian,Female
6/25/15,08X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Asian,Female
6/25/15,11X,Pedestrian,Probable Cause,FI Report,No,No,No,Asian,Female
6/25/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,35X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
6/25/15,18X,Vehicle,Traffic Violation,Warning,No,No,No,Asian,Male
6/25/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,20X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/25/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/25/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/25/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Female
6/25/15,27Y,Vehicle,Probable Cause,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
6/25/15,06X,Pedestrian,Probable Cause,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
6/25/15,34X,Pedestrian,Consensual Encounter,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
6/25/15,34X,Pedestrian,Consensual Encounter,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
6/25/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
6/25/15,10X,Pedestrian,Reasonable Suspicion,FI Report,Yes,Weapons,None,Afr American,Male
6/25/15,33X,Pedestrian,Probation/Parole,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
6/25/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,27X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
6/25/15,28X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,27X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,Yes,Afr American,Male
6/25/15,28X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/25/15,30X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/25/15,34X,Pedestrian,Consensual Encounter,Felony Arrest,Yes,P/C,Yes,Afr American,Male
6/25/15,10Y,Vehicle,Probable Cause,Warning,No,No,No,Afr American,Male
6/25/15,11X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Asian,Female
6/25/15,06X,Pedestrian,Reasonable Suspicion,Citation,Yes,P/C,Yes,Afr American,Male
6/25/15,10X,Pedestrian,Probable Cause,Misdemeanor Arrest,Yes,Incident to Arrest,None,Asian,Female
6/25/15,08X,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,Asian,Female
6/25/15,26Y,Pedestrian,Consensual Encounter,FI Report,No,No,No,White,Male
6/25/15,09X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Male
6/25/15,23X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/25/15,24X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
6/25/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,33X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,21Y,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
6/25/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/25/15,21X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/25/15,21X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/25/15,19X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Male
6/26/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/26/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
6/26/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,White,Female
6/26/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
6/26/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,03X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,34X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/26/15,16X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,30X,Vehicle,Traffic Violation,Misdemeanor Arrest,Yes,Incident to Arrest,None,White,Male
6/26/15,32Y,Vehicle,Reasonable Suspicion,Felony Arrest,Yes,Weapons,Yes,Afr American,Male
6/26/15,32Y,Vehicle,Probable Cause,Felony Arrest,Yes,Weapons,Yes,Afr American,Female
6/26/15,07X,Pedestrian,Probable Cause,Citation,Yes,P/C,Yes,Afr American,Male
6/26/15,21Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,32Y,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,Yes,Afr American,Male
6/26/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Female
6/26/15,29X,Vehicle,Traffic Violation,Citation,Yes,P/C,Yes,Afr American,Male
6/26/15,23X,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Hispanic,Male
6/26/15,23X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
6/26/15,23X,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Other,Male
6/26/15,23X,Vehicle,Traffic Violation,FI Report,Yes,P/C,None,Afr American,Male
6/26/15,02Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/26/15,02Y,Vehicle,Traffic Violation,Warning,Yes,Weapons,None,Afr American,Male
6/26/15,02Y,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
6/26/15,02Y,Vehicle,Traffic Violation,Warning,No,No,No,Other,Female
6/26/15,28X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/26/15,27Y,Vehicle,Traffic Violation,Felony Arrest,Yes,Incident to Arrest,None,Afr American,Male
6/26/15,14X,Vehicle,Traffic Violation,Warning,No,No,No,Other,Female
6/26/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,05X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Hispanic,Male
6/26/15,07X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
6/26/15,07X,Vehicle,Traffic Violation,Misdemeanor Arrest,No,No,No,Afr American,Female
6/26/15,07X,Pedestrian,Consensual Encounter,Misdemeanor Arrest,Yes,Incident to Arrest,Yes,Afr American,Female
6/26/15,07X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/26/15,07X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/26/15,30Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/26/15,09X,Vehicle,Traffic Violation,FI Report,No,No,No,White,Female
6/26/15,23X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,05X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,06X,Bicycle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
6/26/15,27X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,26X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/26/15,24X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
6/26/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,24X,Vehicle,Traffic Violation,Citation,No,No,No,Other,Male
6/26/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,23X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
6/26/15,25X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,20X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Male
6/26/15,06X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,30Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,30X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
6/26/15,04X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,10Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,30Y,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Male
6/26/15,19X,Vehicle,Traffic Violation,Warning,No,No,No,White,Female
6/26/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
6/26/15,09X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,11X,Vehicle,Traffic Violation,FI Report,Yes,Weapons,None,Afr American,Male
6/26/15,10Y,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,20X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Asian,Male
6/26/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,24X,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Female
6/26/15,23X,Pedestrian,Traffic Violation,Citation,No,No,No,Asian,Male
6/26/15,24X,Vehicle,Traffic Violation,FI Report,No,No,No,Other,Male
6/26/15,24X,Vehicle,Traffic Violation,FI Report,No,No,No,Asian,Male
6/26/15,27Y,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/26/15,06X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/26/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,White,Male
6/26/15,07X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Male
6/26/15,07X,Vehicle,Traffic Violation,Warning,No,No,No,Afr American,Female
6/26/15,07X,Vehicle,Traffic Violation,Citation,Yes,Prob./Parole,None,Afr American,Male
6/26/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/26/15,07X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,26Y,Vehicle,Probable Cause,FI Report,Yes,P/C,Yes,Hispanic,Male
6/26/15,26Y,Vehicle,Traffic Violation,Citation,Yes,P/C,None,Afr American,Male
6/26/15,34X,Vehicle,Traffic Violation,Warning,No,No,No,Hispanic,Female
6/26/15,29X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Female
6/26/15,10Y,Vehicle,Reasonable Suspicion,FI Report,Yes,P/C,None,Afr American,Male
6/26/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,06X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
6/26/15,17Y,Vehicle,Reasonable Suspicion,FI Report,No,No,No,Afr American,Male
6/26/15,27X,Vehicle,Traffic Violation,FI Report,No,No,No,Hispanic,Female
6/26/15,04X,Pedestrian,Consensual Encounter,FI Report,No,No,No,Afr American,Female
6/26/15,26Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,26X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,26Y,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,07X,Vehicle,Probation/Parole,Felony Arrest,Yes,Prob./Parole,Yes,Afr American,Male
6/26/15,06X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,06X,Vehicle,Reasonable Suspicion,FI Report,Yes,Prob./Parole,None,Afr American,Male
6/26/15,08X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,08X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Female
6/26/15,08X,Vehicle,Traffic Violation,FI Report,Yes,Prob./Parole,None,Afr American,Male
6/26/15,08X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,28X,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,27Y,Vehicle,Traffic Violation,Citation,No,No,No,Afr American,Male
6/26/15,27X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/26/15,23X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,19X,Vehicle,Traffic Violation,Citation,No,No,No,Hispanic,Male
6/26/15,26Y,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Hispanic,Male
6/26/15,26Y,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Hispanic,Male
6/26/15,27Y,Vehicle,Traffic Violation,Warning,Yes,Prob./Parole,None,Afr American,Male
6/26/15,26Y,Vehicle,Traffic Violation,Warning,Yes,P/C,None,Hispanic,Male
6/26/15,27Y,Vehicle,Probable Cause,Warning,No,No,No,Afr American,Male
6/27/15,08X,Vehicle,Probable Cause,FI Report,No,No,No,Other,Male
6/27/15,01X,Vehicle,Traffic Violation,Warning,No,No,No,White,Male
6/27/15,18X,Vehicle,Probable Cause,Report Taken-No Action,Yes,Weapons,None,Afr American,Female
6/27/15,18X,Vehicle,Probable Cause,Report Taken-No Action,Yes,Weapons,None,Afr American,Male
6/27/15,26Y,Vehicle,Traffic Violation,Felony Arrest,Yes,Incident to Arrest,Yes,Afr American,Male
6/27/15,31Y,Pedestrian,Reasonable Suspicion,FI Report,No,No,No,White,Male
6/27/15,26X,Pedestrian,Reasonable Suspicion,Misdemeanor Arrest,No,No,No,White,Male
6/27/15,18X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/27/15,18X,Vehicle,Traffic Violation,FI Report,No,No,No,Afr American,Male
6/27/15,34X,Pedestrian,Reasonable Suspicion,Misdemeanor Arrest,Yes,Incident to Arrest,None,Hispanic,Male
